risk_id,risk_title,risk_description,department,risk_category,asset_type,risk_owner,likelihood,impact,asset_criticality,data_sensitivity,vulnerability_count,critical_vulnerability_count,past_incident_count,policy_violation_count,audit_finding_count,third_party_dependency,number_of_controls,control_effectiveness,control_test_pass_rate,days_since_control_test,open_control_deficiencies,regulatory_relevance,treatment_status,treatment_due_days,risk_accepted,days_open,inherent_risk_score,residual_risk_score,adjusted_risk_score,risk_level,action_status
R00100,Business Continuity risk affecting payment system,Potential business continuity event may affect the payment system used by Operations.,Operations,Business Continuity,Payment System,R. Gunawardena,2,4,3,4,4,0,1,3,0,0,2,0.701,0.717,71,0,PCI DSS,Planned,235,0,773,8,2.39,5.45,Low,Open
R00101,Third-Party risk affecting cloud service,Potential third-party event may affect the cloud service used by Information Technology.,Information Technology,Third-Party,Cloud Service,K. Fernando,3,3,3,3,10,1,3,2,0,1,1,0.769,0.712,358,1,NIST CSF,Planned,158,0,14,9,2.08,5.97,Medium,Open
R00102,Data Privacy risk affecting network infrastructure,Potential data privacy event may affect the network infrastructure used by Human Resources.,Human Resources,Data Privacy,Network Infrastructure,K. Fernando,3,3,3,3,3,0,0,1,0,0,7,0.886,0.917,466,1,PCI DSS,In Progress,-129,0,275,9,1.03,2.26,Low,Overdue
R00103,Operational risk affecting hr platform,Potential operational event may affect the hr platform used by Procurement.,Procurement,Operational,HR Platform,K. Fernando,3,2,3,3,16,0,1,1,1,0,7,0.801,0.759,435,0,None,Risk Accepted,-118,1,431,6,1.19,2.5,Low,Open
R00104,Financial risk affecting web application,Potential financial event may affect the web application used by Operations.,Operations,Financial,Web Application,A. Perera,1,4,2,3,6,0,0,1,4,0,7,0.511,0.302,341,2,Local Privacy Law,In Progress,-104,0,697,4,1.96,1.83,Low,Overdue
R00105,Regulatory Compliance risk affecting network infrastructure,Potential regulatory compliance event may affect the network infrastructure used by Information Technology.,Information Technology,Regulatory Compliance,Network Infrastructure,T. Karunaratne,4,1,3,3,6,0,1,1,1,0,1,0.731,0.813,496,0,SOX,Planned,80,0,657,4,1.07,0.27,Low,Open
R00106,Financial risk affecting web application,Potential financial event may affect the web application used by Customer Support.,Customer Support,Financial,Web Application,R. Gunawardena,2,4,1,2,8,1,0,0,3,0,3,0.857,1.0,370,1,PCI DSS,Planned,-119,0,630,8,1.14,0.51,Low,Overdue
R00107,Third-Party risk affecting hr platform,Potential third-party event may affect the hr platform used by Information Technology.,Information Technology,Third-Party,HR Platform,D. Senanayake,4,4,5,3,7,1,1,0,2,1,2,0.654,0.564,217,4,Local Privacy Law,Implemented,-225,0,714,16,5.54,7.96,Medium,Closed
R00108,Regulatory Compliance risk affecting cloud service,Potential regulatory compliance event may affect the cloud service used by Human Resources.,Human Resources,Regulatory Compliance,Cloud Service,D. Senanayake,3,2,4,3,10,2,1,2,1,0,6,0.575,0.491,290,1,Local Privacy Law,In Progress,202,0,732,6,2.55,4.81,Low,Open
R00109,Business Continuity risk affecting web application,Potential business continuity event may affect the web application used by Procurement.,Procurement,Business Continuity,Web Application,T. Karunaratne,2,3,4,4,3,0,0,3,2,0,7,0.922,0.77,353,1,PCI DSS,Not Started,200,0,570,6,0.47,1.85,Low,Open
R00110,Financial risk affecting network infrastructure,Potential financial event may affect the network infrastructure used by Procurement.,Procurement,Financial,Network Infrastructure,S. Jayasinghe,4,3,3,3,5,0,0,1,2,1,3,0.638,0.573,157,1,PCI DSS,Implemented,-203,0,79,12,4.34,5.74,Medium,Closed
R00111,Data Privacy risk affecting network infrastructure,Potential data privacy event may affect the network infrastructure used by Customer Support.,Customer Support,Data Privacy,Network Infrastructure,S. Jayasinghe,3,4,2,4,4,1,2,0,1,0,2,0.59,0.747,194,1,SOX,In Progress,69,0,827,12,4.92,8.96,Medium,Open
R00112,Data Privacy risk affecting database,Potential data privacy event may affect the database used by Finance.,Finance,Data Privacy,Database,R. Gunawardena,3,5,5,3,1,1,1,2,3,0,2,0.555,0.552,39,2,PCI DSS,In Progress,142,0,422,15,6.68,8.89,Medium,Open
R00113,Cybersecurity risk affecting payment system,Potential cybersecurity event may affect the payment system used by Human Resources.,Human Resources,Cybersecurity,Payment System,N. Silva,2,2,2,3,16,0,1,2,2,0,7,0.73,0.927,446,0,PCI DSS,Risk Accepted,-360,1,387,4,1.08,0.53,Low,Open
R00114,Business Continuity risk affecting network infrastructure,Potential business continuity event may affect the network infrastructure used by Information Technology.,Information Technology,Business Continuity,Network Infrastructure,S. Jayasinghe,2,3,3,3,11,0,1,0,2,0,5,0.748,0.907,53,2,Local Privacy Law,Not Started,155,0,370,6,1.51,4.32,Low,Open
R00115,Data Privacy risk affecting endpoint fleet,Potential data privacy event may affect the endpoint fleet used by Information Technology.,Information Technology,Data Privacy,Endpoint Fleet,N. Silva,2,4,3,2,7,1,0,3,4,0,3,0.896,0.967,426,1,NIST CSF,Planned,195,0,556,8,0.83,2.71,Low,Open
R00116,Cybersecurity risk affecting payment system,Potential cybersecurity event may affect the payment system used by Procurement.,Procurement,Cybersecurity,Payment System,T. Karunaratne,3,4,3,4,13,1,1,0,0,1,2,0.738,0.755,266,2,SOX,In Progress,-106,0,584,12,3.15,5.76,Medium,Overdue
R00117,Cybersecurity risk affecting endpoint fleet,Potential cybersecurity event may affect the endpoint fleet used by Customer Support.,Customer Support,Cybersecurity,Endpoint Fleet,T. Karunaratne,3,2,3,4,13,0,0,2,4,0,4,0.643,0.546,467,2,NIST CSF,In Progress,238,0,533,6,2.14,4.74,Low,Open
R00118,Cybersecurity risk affecting network infrastructure,Potential cybersecurity event may affect the network infrastructure used by Procurement.,Procurement,Cybersecurity,Network Infrastructure,A. Perera,2,4,2,3,7,0,1,0,2,0,4,0.629,0.748,296,2,SOX,Risk Accepted,-59,1,534,8,2.97,4.67,Low,Open
R00119,Operational risk affecting database,Potential operational event may affect the database used by Procurement.,Procurement,Operational,Database,N. Silva,3,5,2,4,3,0,2,1,3,0,1,0.793,0.868,217,0,NIST CSF,Not Started,63,0,625,15,3.11,5.89,Medium,Open
R00120,Regulatory Compliance risk affecting network infrastructure,Potential regulatory compliance event may affect the network infrastructure used by Information Technology.,Information Technology,Regulatory Compliance,Network Infrastructure,A. Perera,2,4,1,3,6,0,0,2,4,1,2,0.534,0.391,134,3,ISO 27001,In Progress,86,0,596,8,3.73,7.32,Medium,Open
R00121,Third-Party risk affecting hr platform,Potential third-party event may affect the hr platform used by Finance.,Finance,Third-Party,HR Platform,M. Wijesinghe,3,3,2,4,3,1,0,2,2,1,3,0.732,0.765,120,1,GDPR,Implemented,-283,0,806,9,2.41,5.26,Low,Closed
R00122,Cybersecurity risk affecting cloud service,Potential cybersecurity event may affect the cloud service used by Legal.,Legal,Cybersecurity,Cloud Service,S. Jayasinghe,4,2,4,4,10,0,1,3,1,0,5,0.631,0.455,8,2,SOX,Planned,221,0,297,8,2.95,6.51,Medium,Open
R00123,Cybersecurity risk affecting hr platform,Potential cybersecurity event may affect the hr platform used by Operations.,Operations,Cybersecurity,HR Platform,T. Karunaratne,3,3,5,5,16,1,1,1,2,0,5,0.667,0.756,134,2,SOX,Implemented,-237,0,837,9,3.0,4.61,Low,Closed
R00124,Financial risk affecting vendor service,Potential financial event may affect the vendor service used by Legal.,Legal,Financial,Vendor Service,S. Jayasinghe,1,2,1,4,3,2,1,1,1,1,4,0.899,0.811,246,0,SOX,Planned,202,0,280,2,0.2,2.69,Low,Open
R00125,Third-Party risk affecting endpoint fleet,Potential third-party event may affect the endpoint fleet used by Operations.,Operations,Third-Party,Endpoint Fleet,K. Fernando,3,1,3,4,3,2,2,0,3,1,5,0.858,0.828,412,1,GDPR,Risk Accepted,-349,1,494,3,0.43,2.43,Low,Open
R00126,Data Privacy risk affecting network infrastructure,Potential data privacy event may affect the network infrastructure used by Human Resources.,Human Resources,Data Privacy,Network Infrastructure,S. Jayasinghe,3,2,4,4,7,1,1,1,1,1,6,0.78,0.785,295,2,NIST CSF,Not Started,-42,0,838,6,1.32,5.04,Low,Overdue
R00127,Business Continuity risk affecting endpoint fleet,Potential business continuity event may affect the endpoint fleet used by Operations.,Operations,Business Continuity,Endpoint Fleet,K. Fernando,4,5,4,4,2,1,1,1,0,0,6,0.615,0.445,179,1,ISO 27001,Not Started,167,0,426,20,7.69,10.04,High,Open
R00128,Operational risk affecting hr platform,Potential operational event may affect the hr platform used by Customer Support.,Customer Support,Operational,HR Platform,N. Silva,3,2,4,4,1,1,1,1,3,0,4,0.547,0.439,214,3,NIST CSF,Planned,-52,0,750,6,2.72,7.38,Medium,Overdue
R00129,Business Continuity risk affecting database,Potential business continuity event may affect the database used by Information Technology.,Information Technology,Business Continuity,Database,R. Gunawardena,5,5,3,4,12,2,0,1,2,1,3,0.641,0.393,360,3,SOX,In Progress,53,0,186,25,8.97,10.61,High,Open
R00130,Operational risk affecting hr platform,Potential operational event may affect the hr platform used by Operations.,Operations,Operational,HR Platform,S. Jayasinghe,2,2,3,4,5,0,0,3,4,0,7,0.687,0.733,380,0,NIST CSF,Not Started,140,0,274,4,1.25,0.8,Low,Open
R00131,Operational risk affecting erp system,Potential operational event may affect the erp system used by Operations.,Operations,Operational,ERP System,A. Perera,2,2,3,4,1,0,1,1,0,1,1,0.624,0.638,114,2,PCI DSS,Planned,229,0,435,4,1.5,2.26,Low,Open
R00132,Regulatory Compliance risk affecting web application,Potential regulatory compliance event may affect the web application used by Finance.,Finance,Regulatory Compliance,Web Application,S. Jayasinghe,3,3,4,2,5,0,0,0,1,0,3,0.402,0.385,65,3,NIST CSF,Implemented,-24,0,374,9,5.38,8.08,Medium,Closed
R00133,Third-Party risk affecting payment system,Potential third-party event may affect the payment system used by Customer Support.,Customer Support,Third-Party,Payment System,D. Senanayake,3,4,3,4,1,1,1,2,0,1,6,0.683,0.548,180,1,GDPR,Planned,172,0,755,12,3.81,4.53,Low,Open
R00134,Access Management risk affecting vendor service,Potential access management event may affect the vendor service used by Procurement.,Procurement,Access Management,Vendor Service,T. Karunaratne,4,2,3,2,7,1,1,0,2,1,5,0.497,0.505,125,2,Local Privacy Law,In Progress,88,0,843,8,4.03,6.49,Medium,Open
R00135,Regulatory Compliance risk affecting erp system,Potential regulatory compliance event may affect the erp system used by Legal.,Legal,Regulatory Compliance,ERP System,R. Gunawardena,2,5,4,4,1,0,0,0,6,0,6,0.809,1.0,338,1,GDPR,Not Started,230,0,857,10,1.91,2.97,Low,Open
R00136,Cybersecurity risk affecting erp system,Potential cybersecurity event may affect the erp system used by Procurement.,Procurement,Cybersecurity,ERP System,T. Karunaratne,2,2,3,3,7,0,1,2,2,0,5,0.539,0.504,88,3,None,Not Started,127,0,678,4,1.85,2.33,Low,Open
R00137,Financial risk affecting network infrastructure,Potential financial event may affect the network infrastructure used by Customer Support.,Customer Support,Financial,Network Infrastructure,D. Senanayake,4,3,2,4,5,1,0,1,2,0,3,0.572,0.665,82,3,NIST CSF,In Progress,118,0,276,12,5.13,6.76,Medium,Open
R00138,Business Continuity risk affecting endpoint fleet,Potential business continuity event may affect the endpoint fleet used by Information Technology.,Information Technology,Business Continuity,Endpoint Fleet,S. Jayasinghe,3,3,2,3,15,1,1,3,7,0,6,0.73,0.671,30,1,None,Planned,177,0,158,9,2.43,5.22,Low,Open
R00139,Business Continuity risk affecting vendor service,Potential business continuity event may affect the vendor service used by Information Technology.,Information Technology,Business Continuity,Vendor Service,R. Gunawardena,3,2,4,4,4,2,0,1,4,1,2,0.799,0.793,39,0,PCI DSS,In Progress,170,0,800,6,1.2,4.14,Low,Open
R00140,Financial risk affecting endpoint fleet,Potential financial event may affect the endpoint fleet used by Human Resources.,Human Resources,Financial,Endpoint Fleet,S. Jayasinghe,3,2,4,4,4,0,1,0,1,0,4,0.61,0.623,195,1,ISO 27001,Planned,-35,0,266,6,2.34,2.8,Low,Overdue
R00141,Operational risk affecting web application,Potential operational event may affect the web application used by Legal.,Legal,Operational,Web Application,K. Fernando,1,4,5,4,9,1,0,1,2,0,4,0.886,0.666,14,1,ISO 27001,Risk Accepted,-209,1,258,4,0.45,1.61,Low,Open
R00142,Financial risk affecting hr platform,Potential financial event may affect the hr platform used by Information Technology.,Information Technology,Financial,HR Platform,S. Jayasinghe,4,2,3,5,14,5,1,0,3,0,6,0.811,0.795,81,0,SOX,In Progress,-113,0,342,8,1.51,5.05,Low,Overdue
R00143,Third-Party risk affecting cloud service,Potential third-party event may affect the cloud service used by Sales.,Sales,Third-Party,Cloud Service,S. Jayasinghe,2,4,3,3,2,1,0,4,1,1,4,0.684,0.721,70,2,None,Risk Accepted,-50,1,785,8,2.53,4.49,Low,Open
R00144,Third-Party risk affecting web application,Potential third-party event may affect the web application used by Operations.,Operations,Third-Party,Web Application,M. Wijesinghe,4,2,4,2,8,1,1,1,4,1,7,0.5,0.518,446,2,None,In Progress,14,0,47,8,4.0,7.01,Medium,Open
R00145,Cybersecurity risk affecting network infrastructure,Potential cybersecurity event may affect the network infrastructure used by Human Resources.,Human Resources,Cybersecurity,Network Infrastructure,K. Fernando,4,4,5,2,7,1,1,0,3,0,2,0.668,0.574,94,2,None,Implemented,-133,0,734,16,5.32,8.33,Medium,Closed
R00146,Data Privacy risk affecting database,Potential data privacy event may affect the database used by Sales.,Sales,Data Privacy,Database,S. Jayasinghe,3,4,4,3,5,1,1,4,2,1,7,0.826,0.919,376,1,Local Privacy Law,Not Started,-113,0,190,12,2.09,3.53,Low,Overdue
R00147,Operational risk affecting web application,Potential operational event may affect the web application used by Information Technology.,Information Technology,Operational,Web Application,K. Fernando,1,4,3,3,7,1,1,2,2,1,2,0.398,0.378,58,3,None,Planned,-35,0,187,4,2.41,3.84,Low,Overdue
R00148,Financial risk affecting web application,Potential financial event may affect the web application used by Customer Support.,Customer Support,Financial,Web Application,D. Senanayake,2,4,4,2,1,1,0,1,2,0,1,0.675,0.747,373,1,Local Privacy Law,In Progress,-18,0,299,8,2.6,1.27,Low,Overdue
R00149,Financial risk affecting cloud service,Potential financial event may affect the cloud service used by Operations.,Operations,Financial,Cloud Service,K. Fernando,2,2,3,2,14,0,1,2,0,0,2,0.687,0.682,354,2,PCI DSS,In Progress,111,0,354,4,1.25,2.11,Low,Open
R00150,Financial risk affecting vendor service,Potential financial event may affect the vendor service used by Information Technology.,Information Technology,Financial,Vendor Service,R. Gunawardena,3,5,2,2,8,1,2,1,1,1,2,0.893,0.802,433,3,Local Privacy Law,Implemented,-73,0,552,15,1.61,4.79,Low,Closed
R00151,Data Privacy risk affecting erp system,Potential data privacy event may affect the erp system used by Information Technology.,Information Technology,Data Privacy,ERP System,K. Fernando,2,3,4,3,6,1,0,0,4,0,1,0.881,0.679,161,1,PCI DSS,Implemented,-315,0,151,6,0.71,3.47,Low,Closed
R00152,Cybersecurity risk affecting vendor service,Potential cybersecurity event may affect the vendor service used by Information Technology.,Information Technology,Cybersecurity,Vendor Service,M. Wijesinghe,1,1,4,4,5,3,0,2,1,1,5,0.81,0.867,143,3,SOX,Not Started,97,0,531,1,0.19,5.36,Low,Open
R00153,Operational risk affecting cloud service,Potential operational event may affect the cloud service used by Operations.,Operations,Operational,Cloud Service,N. Silva,4,2,3,3,4,1,0,0,0,0,5,0.727,0.694,391,2,NIST CSF,Not Started,206,0,551,8,2.19,3.23,Low,Open
R00154,Access Management risk affecting database,Potential access management event may affect the database used by Legal.,Legal,Access Management,Database,T. Karunaratne,1,2,4,3,3,2,3,1,2,0,2,0.558,0.449,210,3,None,Not Started,-26,0,670,2,0.88,2.6,Low,Overdue
R00155,Business Continuity risk affecting endpoint fleet,Potential business continuity event may affect the endpoint fleet used by Human Resources.,Human Resources,Business Continuity,Endpoint Fleet,K. Fernando,2,2,4,3,4,1,1,2,2,0,5,0.588,0.464,308,1,PCI DSS,Planned,150,0,393,4,1.65,3.28,Low,Open
R00156,Cybersecurity risk affecting cloud service,Potential cybersecurity event may affect the cloud service used by Procurement.,Procurement,Cybersecurity,Cloud Service,R. Gunawardena,3,2,2,3,9,3,2,2,6,1,5,0.861,0.994,18,1,None,Implemented,-158,0,330,6,0.84,6.5,Medium,Closed
R00157,Third-Party risk affecting cloud service,Potential third-party event may affect the cloud service used by Human Resources.,Human Resources,Third-Party,Cloud Service,M. Wijesinghe,2,3,1,5,2,0,1,2,2,1,5,0.468,0.484,6,4,SOX,Implemented,-244,0,515,6,3.19,5.61,Medium,Closed
R00158,Cybersecurity risk affecting vendor service,Potential cybersecurity event may affect the vendor service used by Information Technology.,Information Technology,Cybersecurity,Vendor Service,M. Wijesinghe,2,3,3,1,6,3,0,0,4,1,1,0.688,0.706,465,1,None,Implemented,-72,0,529,6,1.87,5.77,Medium,Closed
